utterance,target
What is the coldest fbs today in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
What is the correlation between fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
what is the relationship between fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Do you see any correlation between fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What is the linear relationship of fbs and sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Do you notice any linear relationship between fbs and sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Look for a linear relationship between fbs and sex in the heart_disease dataset.,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What is your prediction of sex when fbs is 4 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 4 } ) )"
Predict the sex when fbs is 6 in the heart_disease data.,"lr_pred ( model = linreg, newdata = { 'fbs' : 6 } ) )"
What do you think the sex should be when the fbs is 4 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 4 } ) )"
Can you take the average of all restecg in the heart_disease data base ,"mean ( data = heart_disease , var1 = 'restecg' )"
Please find the coldest restecg in the heart_disease data base ,"min ( data = heart_disease , var1 = 'restecg' )"
Find the hottest restecg in the heart_disease database ,"max ( data = heart_disease , var1 = 'restecg' )"
What is the correlation between restecg and trestbps in the database in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Find a linear regression between trestbps and restecg in heart_disease data.,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Based on the regression can you find the predicted value using linreg when restecg is 4 degrees in heart_disease data,"lr_pred ( model = linreg, newdata = { 'restecg' : 4 } ) )"
What's the average of restecg in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'restecg' )"
What's mean of the restecg in the heart_disease data set,"mean ( data = heart_disease , var1 = 'restecg' )"
What's the average restecg in in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'restecg' )"
What's the lowest restecg in heart_disease,"max ( data = heart_disease , var1 = 'restecg' )"
What's the minimum restecg of all restecg in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'restecg' )"
What's the coldest restecg in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'restecg' )"
What's the highest restecg in heart_disease in the heart_disease data,"min ( data = heart_disease , var1 = 'restecg' )"
What's the max restecg of all restecg in the heart_disease,"max ( data = heart_disease , var1 = 'restecg' )"
What's the hottest restecg in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'restecg' )"
What's the correlation between restecg and trestbps in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Is there a correlation between restecg and trestbps in the heart_disease ?,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Could you find the correlation between restecg and trestbps in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
What's the relationship between restecg and trestbps in the heart_disease data? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Can you make a relationship between restecg and trestbps in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
What's the linear regression of restecg on trestbps in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Can you predict from the model what trestbps is associated with restecg = 0 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'restecg' : 0 } ) )"
What's the predicted trestbps when restecg is 8 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'restecg' : 8 } ) )"
What's the predicted value of trestbps when restecg is 2 degrees in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'restecg' : 2 } ) )"
What is the mean restecg in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'restecg' )"
Give me the mean of restecg in the heart_disease,"mean ( data = heart_disease , var1 = 'restecg' )"
Tell me what the mean of the restecg is in the heart_disease data,"mean ( data = heart_disease , var1 = 'restecg' )"
What is the minimum of restecg in the heart_disease ,"min ( data = heart_disease , var1 = 'restecg' )"
What is the minimum restecg entry in the heart_disease dataset?,"min ( data = heart_disease , var1 = 'restecg' )"
Tell me what the minimum restecg is in the heart_disease dataset.  ,"min ( data = heart_disease , var1 = 'restecg' )"
What is the maximum of restecg in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'restecg' )"
What is the maximum restecg entry in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'restecg' )"
Give me the maximum of restecg in the heart_disease dataset.,"max ( data = heart_disease , var1 = 'restecg' )"
What is the correlation between restecg and trestbps in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
How correlated is restecg from trestbps in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Give me the correlation between restecg and trestbps in the heart_disease dataset. ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
What is the linear model of restecg predicting trestbps in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
What is the regression model of restecg predicting trestbps in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
What is the regression equation of restecg predicting trestbps in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Given that restecg is 8 predict what the value of trestbps would be in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'restecg' : 8 } ) )"
What is the trestbps when the restecg is 3 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'restecg' : 3 } ) )"
"When the restecg is 4 , what is the value of trestbps in the heart_disease dataset? ","lr_pred ( model = linreg, newdata = { 'restecg' : 4 } ) )"
What is the average restecg of the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'restecg' )"
Can you tell me what the average restecg of the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'restecg' )"
Find the total mean restecg in the heart_disease dataset.,"mean ( data = heart_disease , var1 = 'restecg' )"
What is the lowest restecg of the heart_disease dataset,"min ( data = heart_disease , var1 = 'restecg' )"
Can you tell me what the restecg was on the coldest day in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'restecg' )"
How cold did restecg get based on the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'restecg' )"
What is the highest restecg of the heart_disease dataset,"max ( data = heart_disease , var1 = 'restecg' )"
Can you tell me what the restecg was on the hottest day in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'restecg' )"
How hot did restecg get based on the heart_disease dataset?,"max ( data = heart_disease , var1 = 'restecg' )"
What is the correlation between restecg and trestbps in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Describe the relationship of restecg and trestbps based on their correlation in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Tell me the numeric correlation value of restecg and trestbps in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Create a linear model of restecg through trestbps in the heart_disease data frame in the heart_disease dataset.,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Describe the relationship of restecg and trestbps in the heart_disease data frame by creating a linear model in the heart_disease dataset.,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Can you tell me difference in relationship of trestbps and restecg in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Predict the the linear model when the restecg is at 6 degrees in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'restecg' : 6 } ) )"
Find the restecg linear model at 4 degrees in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'restecg' : 4 } ) )"
Describe the linear model at restecg = 5 degrees by using prediction in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'restecg' : 5 } ) )"
What is the mean of the restecg in the data heart_disease ? ,"mean ( data = heart_disease , var1 = 'restecg' )"
Can you give me the average restecg of the data heart_disease ? ,"mean ( data = heart_disease , var1 = 'restecg' )"
Give the mean restecg of the data heart_disease .,"mean ( data = heart_disease , var1 = 'restecg' )"
What is the minimum of the restecg in the data heart_disease ? ,"min ( data = heart_disease , var1 = 'restecg' )"
Can you give me the lowest restecg of the data heart_disease ? ,"min( data = heart_disease , var1 = 'restecg' )"
Give the minimum restecg of the data heart_disease .,"min ( data = heart_disease , var1 = 'restecg' )"
What is the maximum of the restecg in the data heart_disease ? ,"max ( data = heart_disease , var1 = 'restecg' )"
Can you give me the highest recorded restecg of the data heart_disease ? ,"max ( data = heart_disease , var1 = 'restecg' )"
Give the maximum recorded restecg of the data heart_disease .,"max ( data = heart_disease , var1 = 'restecg' )"
Calculate the correlation value between the variables restecg and in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
What is the correlation between the variables restecg and in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Can you give the correlation value between the variables restecg and in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Fit a linear model between trestbps and restecg in the heart_disease dataset. ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Create a regression model of restecg on trestbps in the heart_disease dataset.,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Can you create a linear model of restecg on trestbps in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Can you calculate the predicted values of trestbps for the model described in the previous question given restecg = 1 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'restecg' : 1 } ) )"
Please give the predicted values of the restecg for the model described in the previous question in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'restecg' : 1 } ) )"
What's the average restecg in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'restecg' )"
What's the mean restecg in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'restecg' )"
What's the restecg on any average day in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'restecg' )"
What is the maximum restecg in the heart_disease ,"max ( data = heart_disease , var1 = 'restecg' )"
What's the hottest restecg in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'restecg' )"
Give me the highest restecg degree in the heart_disease dataset. ,"max ( data = heart_disease , var1 = 'restecg' )"
What is the lowest restecg in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'restecg' )"
What's the coldest restecg in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'restecg' )"
Give me the lowest restecg degree in the heart_disease dataset. ,"min ( data = heart_disease , var1 = 'restecg' )"
What's the relationship b/w restecg and trestbps in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
How does restecg influence trestbps in heart_disease,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Does restecg have an affect on trestbps in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
What's the relationship between the restecg and trestbps in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
How does restecg influence trestbps in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
Does restecg have an affect on trestbps in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'restecg' , var2 = 'trestbps' )"
What is the trestbps when restecg is 9 in heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'restecg' : 9 } ) )"
restecg is 8 and trestbps is what in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'restecg' : 8 } ) )"
Give me the expected trestbps when restecg is 9 in the heart_disease dataset. ,"lr_pred ( model = linreg, newdata = { 'restecg' : 9 } ) )"
What is the average restecg in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'restecg' )"
