"utterance","targets"
scatter plot of x and area in forest_fire dataset,"scatterplot ( data = forest_fire, var1 = x , var2 = area )"
scatter plot between x and DC in forest_fire data,"scatterplot ( data = forest_fire, var1 = x , var2 = DC )"
correlation between x with DMC in forest_fire dataset,"corr ( data = forest_fire, var1 = x , var2 = DMC )"
cor of x and rain in forest_fire data,"corr ( data = forest_fire, var1 = x , var2 = rain )"
correlation of x and FFMC in forest_fire,"corr ( data = forest_fire, var1 = x , var2 = FFMC )"
cor of x with DMC in forest_fire data,"corr ( data = forest_fire, var1 = x , var2 = DMC )"
load forest_fire df ,load ( data = forest_fire )
store forest_fire df ,load ( data = forest_fire )
load forest_fire data  in {data}df,load ( data = forest_fire )
store forest_fire   in data,load ( data = forest_fire )
var of the y in forest_fire dataset,"variance ( data = forest_fire , var1 = y )"
std of the y in forest_fire data,"std ( data = forest_fire , var1 = y )"
hist of y in forest_fire df,"histogram ( data = forest_fire , var1 = y )"
boxplot of y in forest_fire dataset,"boxplot ( data = forest_fire , var1 = y )"
sum of the y in forest_fire dataset,"summation ( data = forest_fire , var1 = y )"
largest of the y in forest_fire dataset,"maximum ( data = forest_fire , var1 = y )"
hist of the y in forest_fire df,"histogram ( data = forest_fire , var1 = y )"
typical of the y in forest_fire,"mean ( data = forest_fire , var1 = y )"
std of y in forest_fire df,"std ( data = forest_fire , var1 = y )"
average of y in forest_fire data,"mean ( data = forest_fire , var1 = y )"
std of y in forest_fire,"std ( data = forest_fire , var1 = y )"
mean of y in forest_fire df,"mean ( data = forest_fire , var1 = y )"
smallest of y in forest_fire,"minimum ( data = forest_fire , var1 = y )"
minimum of y in forest_fire dataset,"minimum ( data = forest_fire , var1 = y )"
aggregate of the y in forest_fire data,"summation ( data = forest_fire , var1 = y )"
sd of the y in forest_fire df,"std ( data = forest_fire , var1 = y )"
corr of y in forest_fire,"corr ( data = forest_fire , var1 = y )"
cor of the y in forest_fire df,"corr ( data = forest_fire , var1 = y )"
sparsity of the y in forest_fire,"variance ( data = forest_fire , var1 = y )"
span of y in forest_fire df,"ranges ( data = forest_fire , var1 = y )"
mean of the forest_fire,mean ( data = forest_fire )
How many entries where y larger than 16.33255013677224 data,"greater ( data = forest_fire , var1 = y , val = 16.33255013677224 )"
Number of info with y higher than or same as -88.51682927225627 dataset,"greater_eq ( data = forest_fire , var1 = y , val = -88.51682927225627 )"
Number of entries where y  <=  82.98697693287394 data,"less_eq ( data = forest_fire , var1 = y , val = 82.98697693287394 )"
Number of data with y greater than or equal to 72.29495204357733 data,"greater_eq ( data = forest_fire , var1 = y , val = 72.29495204357733 )"
How many data with y  >=  53.08739837593086 dataset,"greater_eq ( data = forest_fire , var1 = y , val = 53.08739837593086 )"
Number of info  y greater than or equal to 71.59443025083439 ,"greater_eq ( data = forest_fire , var1 = y , val = 71.59443025083439 )"
How many data with y smaller than 78.11783029862619 data,"less ( data = forest_fire , var1 = y , val = 78.11783029862619 )"
How many rows with y less than -78.37532706920997 data,"less ( data = forest_fire , var1 = y , val = -78.37532706920997 )"
How many info  y  <=  -24.225522707410136 df,"less_eq ( data = forest_fire , var1 = y , val = -24.225522707410136 )"
How many info with y  ==  -45.566975876344706 ,"equal ( data = forest_fire , var1 = y , val = -45.566975876344706 )"
Number of entries where y less than or same as -56.9479834432119 data,"less_eq ( data = forest_fire , var1 = y , val = -56.9479834432119 )"
How many info with y smaller than -33.330937824719115 df,"less ( data = forest_fire , var1 = y , val = -33.330937824719115 )"
Number of rows with y bigger than 34.42654202384719 data,"greater ( data = forest_fire , var1 = y , val = 34.42654202384719 )"
Number of entries where y smaller than 41.979829053538424 data,"less ( data = forest_fire , var1 = y , val = 41.979829053538424 )"
Number of rows with y  >  -30.97452198269896 data,"greater ( data = forest_fire , var1 = y , val = -30.97452198269896 )"
Number of entries where y larger than or equal to -84.4260674981639 dataset,"greater_eq ( data = forest_fire , var1 = y , val = -84.4260674981639 )"
cor of y with day in forest_fire dataset,"corr ( data = forest_fire, var1 = y , var2 = day )"
corr between y with DMC in forest_fire,"corr ( data = forest_fire, var1 = y , var2 = DMC )"
scatter plot between y with x in forest_fire data,"scatterplot ( data = forest_fire, var1 = y , var2 = x )"
cor of y with FFMC in forest_fire data,"corr ( data = forest_fire, var1 = y , var2 = FFMC )"
correlation between y with area in forest_fire,"corr ( data = forest_fire, var1 = y , var2 = area )"
correlation of y with day in forest_fire df,"corr ( data = forest_fire, var1 = y , var2 = day )"
correlation between y and x in forest_fire,"corr ( data = forest_fire, var1 = y , var2 = x )"
correlation of y and ISI in forest_fire data,"corr ( data = forest_fire, var1 = y , var2 = ISI )"
store forest_fire   and store in d,load ( data = forest_fire )
store forest_fire dataset ,load ( data = forest_fire )
load forest_fire   and store in df,load ( data = forest_fire )
store forest_fire   in d,load ( data = forest_fire )
max of the month in forest_fire,"maximum ( data = forest_fire , var1 = month )"
quantile of month in forest_fire df,"quantile ( data = forest_fire , var1 = month )"
highest of the month in forest_fire data,"maximum ( data = forest_fire , var1 = month )"
corr of the month in forest_fire dataset,"corr ( data = forest_fire , var1 = month )"
hist of month in forest_fire df,"histogram ( data = forest_fire , var1 = month )"
hist of the month in forest_fire df,"histogram ( data = forest_fire , var1 = month )"
aggregate of month in forest_fire,"summation ( data = forest_fire , var1 = month )"
maximum of the month in forest_fire,"maximum ( data = forest_fire , var1 = month )"
average of month in forest_fire,"mean ( data = forest_fire , var1 = month )"
correlation of month in forest_fire,"corr ( data = forest_fire , var1 = month )"
distribution of month in forest_fire dataset,"histogram ( data = forest_fire , var1 = month )"
min of the month in forest_fire dataset,"minimum ( data = forest_fire , var1 = month )"
mean of the month in forest_fire df,"mean ( data = forest_fire , var1 = month )"
aggregate of month in forest_fire dataset,"summation ( data = forest_fire , var1 = month )"
aggregate of month in forest_fire data,"summation ( data = forest_fire , var1 = month )"
sum of the month in forest_fire dataset,"summation ( data = forest_fire , var1 = month )"
quantity of month in forest_fire,"summation ( data = forest_fire , var1 = month )"
min of the month in forest_fire df,"minimum ( data = forest_fire , var1 = month )"
quantity of the month in forest_fire data,"summation ( data = forest_fire , var1 = month )"
ranges of the month in forest_fire df,"ranges ( data = forest_fire , var1 = month )"
sparsity of forest_fire,std ( data = forest_fire )
How many rows  month lower than or same as 23.786597830986693 df,"less_eq ( data = forest_fire , var1 = month , val = 23.786597830986693 )"
Number of entries with month greater than -90.2287589436601 ,"greater ( data = forest_fire , var1 = month , val = -90.2287589436601 )"
Number of data where month < -41.457818553968636 dataset,"less ( data = forest_fire , var1 = month , val = -41.457818553968636 )"
Number of info where month smaller than or equal to -5.2145620347894095 df,"less_eq ( data = forest_fire , var1 = month , val = -5.2145620347894095 )"
Number of data with month is -63.51298631955742 data,"equal ( data = forest_fire , var1 = month , val = -63.51298631955742 )"
How many info with month lower than 19.868009393746306 df,"less ( data = forest_fire , var1 = month , val = 19.868009393746306 )"
Number of rows with month <= 64.55782660600852 data,"less_eq ( data = forest_fire , var1 = month , val = 64.55782660600852 )"
Number of entries with month lower than 18.586246244710594 ,"less ( data = forest_fire , var1 = month , val = 18.586246244710594 )"
Number of data  month > 74.83453815482238 data,"greater ( data = forest_fire , var1 = month , val = 74.83453815482238 )"
Number of entries with month  <=  95.32893922584705 dataset,"less_eq ( data = forest_fire , var1 = month , val = 95.32893922584705 )"
Number of info with month lower than 2.2119817171050613 df,"less ( data = forest_fire , var1 = month , val = 2.2119817171050613 )"
Number of entries with month bigger than or equal to -61.000080503060296 data,"greater_eq ( data = forest_fire , var1 = month , val = -61.000080503060296 )"
How many rows with month higher than or same as 68.81444446479898 dataset,"greater_eq ( data = forest_fire , var1 = month , val = 68.81444446479898 )"
How many info  month higher than or same as 19.331278390020515 df,"greater_eq ( data = forest_fire , var1 = month , val = 19.331278390020515 )"
Number of rows with month lower than or same as 10.678145107125118 data,"less_eq ( data = forest_fire , var1 = month , val = 10.678145107125118 )"
How many rows where month greater than or same as -85.81885360367288 data,"greater_eq ( data = forest_fire , var1 = month , val = -85.81885360367288 )"
corr of month and day in forest_fire df,"corr ( data = forest_fire, var1 = month , var2 = day )"
scatterplot between month and temp in forest_fire df,"scatterplot ( data = forest_fire, var1 = month , var2 = temp )"
scatterplot between month with wind in forest_fire dataset,"scatterplot ( data = forest_fire, var1 = month , var2 = wind )"
cor between month and area in forest_fire df,"corr ( data = forest_fire, var1 = month , var2 = area )"
scatterplot between month with ISI in forest_fire data,"scatterplot ( data = forest_fire, var1 = month , var2 = ISI )"
corr between month with temp in forest_fire dataset,"corr ( data = forest_fire, var1 = month , var2 = temp )"
correlation of month with y in forest_fire df,"corr ( data = forest_fire, var1 = month , var2 = y )"
correlation between month with rain in forest_fire,"corr ( data = forest_fire, var1 = month , var2 = rain )"
load forest_fire   and store in a,load ( data = forest_fire )
load forest_fire df  and store in {data}_df,load ( data = forest_fire )
