"Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"F",600,500,160,1122,509.5,256,309,10
"M",605,490,165,1124.5,492,222,355.5,11
"F",605,490,150,1134.5,430.5,252.5,350,10
"M",610,450,190,1080.5,517,249.5,293.5,10
"F",610,495,165,1083.5,452.5,273,317,9
"M",615,470,175,1242,567.5,287,317,11
"M",620,500,180,1391.5,726,279.5,332,11
"M",620,525,155,1085,454,196.5,350,10
"I",620,470,155,966,447,171,284,11
"M",620,480,165,1085.5,481,257.5,305,10
"F",625,485,135,1302.5,610,267.5,360.5,14
"I",625,485,160,1150,525.5,257,331.5,11
"I",630,490,170,1217,551.5,212,310,11
"F",630,505,195,1306,516,330.5,375,9
"M",640,500,175,1273,506.5,292.5,405,13
"M",645,510,190,1486.5,644.5,296,425,12
"M",650,520,170,1365.5,615.5,288.5,360,11
"M",650,495,170,1276,621.5,230.5,399,11
"M",650,495,160,1207.5,550,269.5,320,10
"F",650,520,195,1281,598.5,246,382.5,10
"M",650,525,205,1427.5,690,306,435.5,13
"M",650,510,175,1155,495.5,202.5,385,12
"F",650,510,175,1350,575,315.5,388.5,10
"M",650,525,190,1368.5,597.5,296,400,11
"F",660,530,170,1431,622,309,398,10
"M",660,510,180,1261,500,233.5,339,10
"F",665,540,195,1764,850.5,361.5,470,11
"F",670,510,155,1278,560.5,304.5,358,11
"M",670,540,195,1217,532,273.5,331.5,11
"F",670,540,200,1460,643.5,328,416.5,9
"F",675,535,185,1557.5,703.5,402,400,11
"M",675,510,170,1527,809,318,341,11
"F",675,530,195,1498.5,620,375,425,9
"M",685,550,190,1885,890,410,489.5,10
"M",685,535,175,1432,637,247,460,11
"M",705,550,210,1438.5,655,325.5,462,11
"F",705,530,170,1564,612,394,440,10
"M",710,555,175,2140,1245.5,372.5,434,11
"F",725,560,185,1792,873,367,435,11
"M",780,600,210,2548,1194.5,574.5,674.5,11
"I",235,130,75,158.5,68.5,37,46.5,5
"I",350,250,100,401.5,172.5,63,125.5,7
"I",360,250,115,465,210,105.5,128,7
"I",380,280,95,288.5,165,43.5,67,7
"F",380,320,115,647.5,323,132.5,164,7
"M",430,310,130,648.5,273.5,163,184,9
"I",465,360,105,452,220,159,103.5,9
"I",470,355,120,491.5,176.5,112.5,132.5,9
"F",485,365,150,914.5,414.5,199,273,7
"M",495,375,155,976,450,228.5,247.5,9
"I",500,395,145,786.5,332,181.5,245.5,8
"M",505,400,150,775,344.5,157,185,7
"I",510,375,150,841.5,384.5,156,255,10
"M",510,380,135,681,343.5,142,170,9
"M",515,370,115,614.5,341.5,155,146,9
"F",550,415,180,1165.5,502,301,311,9
"F",575,420,190,1764,914,377,409.5,10
"M",605,455,160,1121.5,533,273,271,10
"M",615,505,165,1167,489.5,295.5,345,10
"M",615,475,150,1037.5,476,232.5,283,9
"M",625,480,180,1223,565,297.5,337.5,10
"M",625,470,150,1124,556,231.5,287,9
"F",635,505,170,1263.5,512,322,355,9
"F",650,525,165,1238,647,248.5,300.5,9
"F",650,500,170,1404.5,694,318,323.5,11
"F",670,525,195,1370,606.5,295.5,407,12
"F",695,525,205,1818.5,819,402.5,452.5,13
"F",705,555,195,1752.5,710.5,421.5,516,12
"I",275,205,65,101,41,21,34,5
"I",285,205,70,106,39,28.5,34,5
"I",360,265,85,186.5,67.5,37,61.5,7
"I",385,290,100,257.5,100,61,86,6
"I",400,315,100,322.5,143,73.5,91,6
"I",430,330,95,320,118,65,123,7
"I",435,375,110,415.5,170,76,145,8
"I",450,335,115,393.5,195,71,110,7
"I",475,355,135,477.5,214.5,90,143.5,8
"I",475,360,110,452,191,99,130,8
"I",485,370,140,506.5,242.5,88,146.5,8
"I",510,395,105,552.5,234,127,165,8
"I",515,390,120,565,235,135,179,9
"I",520,410,140,699,339.5,129,194.5,10
"I",525,400,140,605.5,260.5,108,210,9
"M",530,425,155,790.5,307,171,259.5,9
"M",530,425,130,702,297.5,139.5,220,9
"M",530,420,135,675,294,156,182.5,10
"I",530,395,115,475,202.5,101,148,8
"I",530,410,150,612,243.5,152.5,189.5,11
"I",535,400,145,705,306.5,136.5,220,10
"I",535,450,135,728,284.5,184.5,265,9
"F",555,440,140,846,346,171.5,273.5,10
"M",555,460,160,860,334.5,193.5,275,10
"M",560,465,145,887.5,334.5,220,269.5,9
"F",560,430,145,898,389.5,232.5,245,9
"I",565,430,125,654.5,281.5,139,210,9
"I",575,450,145,795,364,150.5,260,10
"M",575,465,120,1053.5,516,218.5,235,9
"F",575,460,150,927,333,207,298.5,9
"I",580,420,140,701,328.5,102,225.5,9
"M",580,450,155,827.5,321,197.5,244.5,8
"F",585,420,155,984.5,442,215.5,287.5,13
"M",585,470,145,956.5,402.5,236.5,265,9
"I",590,450,125,860,437,151.5,245,9
"M",595,480,185,1178.5,526,297.5,314,10
"M",615,480,185,1220.5,498.5,315,330,10
"M",615,455,130,968.5,490,182,265.5,10
"F",620,500,175,1107,489.5,240,343,11
"I",620,480,180,1130.5,528.5,265.5,306,12
"M",620,480,155,1255.5,527,374,317.5,11
"M",625,495,155,1177,505.5,278,345,9
"M",625,500,185,1242.5,599.5,248,335,10
"M",630,490,160,1090,407,224,354,12
"F",630,475,150,1072,433,297.5,315,8
"F",645,510,155,1129,501.5,240,342,10
"F",650,505,175,1207.5,510.5,262,390,10
"F",650,495,175,1227,528,258,370,11
"F",655,520,175,1472,627.5,270,450,13
"F",665,525,180,1578.5,678,229,456,14
"M",670,520,175,1475.5,627.5,379,374,10
"M",675,540,175,1554.5,664.5,278,512,12
"F",675,540,210,1593,686,318,450,11
"M",695,580,200,1899.5,675,478,529.5,13
"F",695,535,175,1361,546.5,281.5,465,10
"F",705,560,170,1457.5,607,318,440,11
"M",740,580,205,2381,815.5,469.5,488,12
"I",205,155,45,49.5,23.5,11,14,3
"I",305,230,75,145.5,59.5,30.5,50,6
"I",320,230,60,129,61.5,27.5,35.5,7
"I",355,270,100,225.5,110,42,64,7
"M",425,305,110,359,173,87.5,97.5,9
"I",425,310,95,350.5,164.5,71,100,8
"F",450,365,115,588.5,318,121,132.5,8
"M",515,385,130,623,285.5,128.5,175,10
"F",520,375,135,537.5,221,117,170,8
"I",525,400,125,565.5,243.5,119,175,8
"M",555,445,130,862.5,422.5,155,240,9
"F",610,490,170,1137,460.5,282.5,344,12
"I",350,260,95,221,98.5,43,70,8
"I",380,275,95,242.5,106,48.5,210,6
"I",460,340,100,386,180.5,87.5,96.5,8
"M",465,355,120,531.5,272.5,97,139.5,8
"M",475,385,120,562,289,90.5,153,8
"M",565,445,140,836,406,160.5,224.5,9
"M",570,450,140,927.5,477,160.5,251.5,8
"M",570,440,145,881.5,360.5,195.5,273.5,10
"M",595,460,155,1030,427.5,207,330.5,10
"F",605,480,175,1168.5,481.5,230.5,356,9
"F",615,455,135,1059,473.5,263,274,9
"M",620,460,170,1127,535,263.5,296,7
"M",625,470,170,1166.5,460.5,256.5,394.5,11
"F",680,520,185,1541,598.5,395,457.5,10
"M",680,540,195,1782.5,556.5,323.5,428.5,11
"M",680,520,175,1543,752.5,351,374,11
"F",710,555,170,1470,537.5,380,431,12
"M",500,385,120,633.5,230.5,125,235,14
"F",545,420,175,754,256,177.5,275,10
"F",460,365,115,448.5,165,83,170,14
"M",535,410,150,810.5,345,187,240,11
"M",335,260,75,220,85.5,40,85,6
"F",425,350,100,442.5,175,75.5,175,7
"M",410,325,100,355.5,146,72,105,9
"I",170,105,35,34,12,8.5,5,4
"I",335,250,95,185,79.5,49.5,55,8
"M",520,425,125,790,372,205,190,8
"F",530,410,145,825.5,375,204,245,9
"M",500,420,125,620,255,150,205,11
"F",615,475,145,952.5,391.5,195,320,9
"M",575,450,160,955,440,168.5,270,16
"M",570,450,155,910,326,189.5,355,14
"M",455,350,105,416,162.5,97,145,11
"I",370,275,85,204.5,96,56,80,6
"M",445,370,125,515,249.5,87,159,9
"F",675,535,220,1604,617.5,425.5,453,14
"M",385,300,115,343.5,164.5,85,102.5,6
"F",375,295,110,300.5,125.5,57.5,103.5,7
"M",560,440,130,825.5,242.5,202,285,10
"M",550,410,150,785,282,186,275,12
"F",570,465,155,968.5,446,261,255,9
"F",485,400,155,731,236,183,255,11
"M",410,335,115,440.5,190,85,135,8
"I",335,255,85,178.5,71,40.5,55,9
"M",655,515,200,1373,443,337.5,490,16
"F",565,450,165,976.5,322,244,370,12
"F",570,440,190,1018,447,207,265,9
"F",550,465,150,1082,357.5,194,190,14
"F",630,475,175,1423,415.5,338.5,490,14
"M",475,370,125,655,266,172.5,185,10
"F",655,500,180,1415.5,508,314,445,18
"I",320,235,65,138.5,58,22.5,50,5
"M",525,395,165,782,285,140.5,285,19
"F",525,430,165,717,289,174.5,195,10
"F",500,390,130,635.5,250.5,163.5,195,15
"F",440,340,135,397.5,150.5,94.5,135,8
"F",490,385,160,656,245.5,171,205,9
"M",545,440,165,744,287.5,204,250,15
"F",450,360,110,447,203,82,130,12
"F",515,400,115,578,191,144.5,170,9
"I",330,250,75,140.5,56,35,50,5
"F",525,410,150,708,274,151,250,12
"M",295,225,90,138.5,48,46,50,9
"M",545,450,160,861.5,292.5,154.5,365,16
"F",645,500,225,1626,587,405.5,410,15
"M",450,355,115,478,180,118.5,155,10
"F",610,490,170,1177.5,565.5,238.5,295,15
"I",380,300,100,286,130.5,56,90,7
"F",565,455,130,1058,439,264.5,300,10
"F",670,545,160,1541.5,598.5,256.5,495,15
"M",540,425,120,817,294.5,153,195,10
"I",290,225,75,152,71,59,45,9
"I",410,330,105,335,152.5,74,110,7
"F",460,375,120,491.5,220.5,88,170,7
"F",560,440,155,970.5,431.5,263,255,9
"F",575,450,100,931.5,431,222,235,12
"M",620,500,200,1221,460.5,263,430,12
"M",515,400,140,736.5,295.5,184,185,16
"F",560,460,180,970,342,196,355,12
"F",500,400,150,808.5,273,112,295,13
"I",435,355,125,407.5,153.5,74,165,9
"M",495,380,135,629.5,263,142.5,215,12
"F",595,500,180,1053,440.5,192,390,13
"M",760,575,190,1829,703.5,386,560,14
"F",615,500,165,1176.5,488,244,345,17
"F",565,460,150,876.5,345.5,192.5,275,10
"I",140,105,35,14.5,5,3.5,5,4
"M",445,345,140,476,205.5,101.5,108.5,15
"F",525,430,125,813,331.5,166,177.5,12
"I",160,120,20,18,7.5,4.5,5,4
"M",635,480,235,1064,413,228,360,16
"M",575,470,165,853,292,179,350,16
"M",380,270,95,219,83.5,51.5,70,6
"M",245,180,65,63.5,24.5,13.5,20,4
"I",480,390,150,627.5,276,134,185,13
"I",455,365,135,441,151.5,116.5,145,9
"F",455,375,125,458,198.5,111,120,10
"M",455,355,135,474.5,186.5,93.5,168,13
"I",355,270,100,216,83,37,75,10
"I",520,405,140,676.5,286.5,146,205,15
"I",540,400,145,757,315,181,215,11
"I",520,390,140,732.5,241.5,144,260,19
"I",560,445,165,1028.5,453.5,253,275,11
"F",520,410,160,712,284.5,153,225,10
"I",615,460,190,1066,433.5,226,330,13
"F",645,490,190,1306.5,479,356.5,345,18
"I",565,430,135,854.5,321,177.5,275,11
"M",295,230,85,125,42,28.5,43,8
"M",375,280,95,222.5,87.5,43,80,10
"I",525,400,140,695.5,240.5,160,253,10
"M",395,280,80,266,99.5,66,90,12
"F",500,400,165,710.5,270,145.5,225,20
"F",470,350,115,487,195.5,127,155,8
"I",580,420,160,728,272.5,190,190,14
"I",500,380,155,667.5,274.5,156,180,12
"I",725,550,220,2049.5,773.5,440.5,655,10
"F",650,515,215,1498,564,323,425,16
"F",670,535,185,1597,627.5,350,470,21
"I",550,440,165,860.5,312,169,300,17
"F",490,370,115,541,171,117.5,185,11
"I",235,180,60,58,22,14.5,18,6
"I",235,175,80,64.5,21.5,17.5,21.5,5
"M",520,410,115,770,263,157,260,11
"F",475,400,115,541,186,102.5,210,13
"M",530,425,110,739,237,161,295,13
"F",350,275,65,205,74.5,46.5,70,10
"M",555,420,145,869.5,307.5,257.5,250,14
"M",505,390,105,655.5,259.5,180,190,11
"F",540,440,160,1090.5,391,229.5,355,15
"F",525,400,115,629.5,255.5,144,180,11
"M",550,450,175,1098.5,376.5,215,400,14
"M",550,440,160,991,348,168,375,20
"I",235,175,65,61.5,20.5,20,19,6
"M",525,410,165,800.5,263.5,198.5,250,13
"M",475,365,140,617.5,202,144.5,190,16
"F",530,400,165,772,285.5,197.5,230,12
"F",525,415,150,715.5,235.5,171,270,13
"F",530,425,130,717,211.5,166,255,13
"F",465,390,110,635.5,181.5,157,225,13
"I",315,235,80,180,80,45,47,5
"I",465,355,120,580.5,255,91.5,184,8
"M",485,385,105,556,296,104,133,7
"I",490,385,120,591,271,112.5,177.5,9
"F",515,395,140,686,281,125.5,220,12
"F",555,440,155,1016,493.5,185.5,263,10
"F",610,500,180,1438,518.5,373.5,334.5,9
"F",680,550,190,1807,822.5,365.5,515,11
"M",690,550,195,1777,769,380,430.5,11
"M",695,550,205,2173,1133,466.5,496,10
"F",720,575,195,2150.5,1074.5,382,585,10
"I",270,205,75,118,59,31,30.5,4
"I",270,190,60,99,44.5,17,30,5
"I",295,220,70,136.5,57.5,29.5,35,6
"I",295,220,65,129.5,52,28,35,6
"I",315,230,70,164,62.5,40,45,6
"I",375,290,95,287.5,123,60.5,80,6
"I",380,300,90,277,165.5,62.5,82,6
"I",385,285,90,248,93.5,66,70,6
"I",400,295,95,252,110.5,57.5,66,6
"M",415,315,120,401.5,199,87,97,8
"I",415,330,100,390.5,192.5,75.5,102.5,7
"I",420,320,115,409,205.5,93.5,105,8
"I",440,330,135,409.5,163,100.5,119,6
"I",450,350,135,494,220.5,94.5,140.5,7
"I",475,350,120,490.5,203.5,130,135,7
"M",485,390,120,599,251,134.5,169,8
"M",495,375,115,624.5,282,143,155,6
"F",525,410,115,774.5,416,163,180,7
"M",565,455,150,979.5,444,205,275,8
"I",580,435,150,891.5,363,192.5,251.5,6
"F",585,450,125,874,354.5,207.5,225,6
"M",600,465,155,1262,624.5,245.5,330,10
"M",630,480,185,1210,530,255.5,322,11
"F",645,525,170,1370,613.5,283,340,10
"F",655,545,185,1759,686.5,313,547,11
"M",665,515,165,1385.5,621,302,344.5,8
"F",670,520,195,1806.5,758,373.5,505.5,11
"M",670,510,200,1594.5,670.5,384.5,450.5,10
"M",685,510,180,1454.5,631.5,310.5,372.5,9
"M",700,600,230,2003,810.5,404.5,575.5,10
"M",720,600,235,2238.5,984,411,621,12
"I",185,135,45,32,11,6.5,10,4
"I",245,175,55,78.5,40,18,20,5
"I",360,270,90,207.5,98,39,62,6
"I",375,280,80,223.5,115,43,55,6
"I",415,310,95,340,181,57,83,6
"I",455,350,135,536.5,285.5,85.5,132.5,7
"I",480,350,105,635,352,127,135,6
"I",485,375,125,562,250.5,134.5,152.5,8
"I",510,390,125,597,293,126.5,155.5,8
"M",520,395,125,581.5,256.5,126.5,170,10
"F",555,430,140,754.5,352.5,183.5,201.5,9
"M",585,465,150,980,431.5,254.5,247,9
"F",585,460,150,1003.5,503,210.5,251.5,11
"M",585,455,155,1133,551.5,223,305,12
"M",610,490,160,1146,597,246,265,8
"M",610,475,150,1142,620,237,245,9
"M",615,530,170,1120,577.5,209.5,286,9
"F",620,465,140,1011,479,238.5,255,8
"M",625,505,175,1131,542.5,226.5,323,8
"M",625,480,175,1065,486.5,259,285,10
"M",635,480,145,1181,665,229,225,10
"F",640,525,175,1382,646,311.5,370,9
"M",660,505,190,1438.5,677.5,285,178,11
"M",660,485,155,1227.5,610,274,300,8
"M",660,515,155,1441.5,705.5,355.5,335,10
"F",680,550,175,1473,713,282,429.5,11
"F",690,580,195,1658,708,361.5,471.5,10
"M",720,545,195,1747.5,821.5,383,470.5,11
"I",275,200,70,96,37,22.5,30,6
"I",330,245,65,144.5,58,32,50.5,6
"I",330,260,85,196.5,91.5,42.5,55,7
"I",365,280,90,196,86.5,36,60.5,7
"I",365,270,90,215.5,100.5,49,65.5,6
"I",420,310,100,280.5,112.5,61.5,92.5,8
"I",435,335,110,334,135.5,77.5,96.5,7
"I",435,325,100,366,174,72.5,109,7
"I",440,325,110,496.5,258,119.5,107.5,8
"I",485,365,90,651,316.5,132,180,8
"I",495,385,125,512.5,207.5,115.5,172,10
"M",510,405,125,692.5,327,155,180.5,7
"I",520,410,140,599.5,242,137.5,182,11
"I",540,420,140,740,359.5,159,198.5,8
"I",540,415,155,702,322,167,190,10
"I",550,445,125,672,288,136.5,210,11
"I",560,440,155,811,368.5,178,235,11
"F",575,450,120,958.5,447,169,275,12
"I",575,450,150,858,449,166,215,10
"F",575,460,165,957.5,481.5,194.5,236,10
"F",580,460,135,926,402.5,208,275,8
"F",580,425,155,873,361.5,249,239,10
"M",590,450,160,998,445,214,301,9
"M",600,460,155,665.5,285,149,269,11
"M",620,485,145,1003,465.5,219.5,280,11
"F",625,495,160,1234,633.5,192,350,13
"M",625,495,155,1025,460,194.5,340,9
"M",625,495,175,1293.5,580.5,317,355,9
"M",625,500,175,1056.5,461.5,258,305,10
"M",625,470,145,1785.5,675,247,324.5,13
"F",625,485,165,1225.5,507.5,296,360,10
"F",635,500,180,1256.5,539,292,350,10
"F",645,500,150,1159,467.5,335.5,310,9
"M",645,510,165,1403,575.5,251.5,454.5,11
"F",690,535,185,1826,797,409,499,11
"F",695,560,185,1771.5,819.5,331,437,10
"M",515,390,120,612.5,302,136.5,141.5,8
"I",545,405,130,658,327,144.5,174,8
"M",620,465,145,911,375,214.5,278,10
"M",630,490,150,1195.5,584.5,257,300,9
"F",630,515,160,1336,553,320.5,350,11
"F",640,490,180,1360,653,347,305,9
"I",370,275,80,232.5,93,56,72,6
"I",395,310,85,317,153,50.5,93.5,7
"I",400,300,115,318,133.5,72.5,93.5,6
"I",410,305,100,264.5,100,65.5,85,7
"I",455,335,105,405.5,175,92,118.5,8
"I",480,335,125,524,246,109.5,145,7
"I",485,375,110,464,201.5,90,149,8
"I",500,360,120,439,187.5,105.5,130.5,8
"I",515,395,125,580.5,236.5,107.5,190,9
"I",520,400,140,622,278,145.5,169,8
"M",545,450,150,780.5,379.5,162.5,216,8
"I",545,430,140,772,289,190,261.5,8
"I",550,435,125,741,348,158.5,206,9
"M",550,430,180,826.5,440.5,159,225,10
"M",550,385,130,727.5,343,162.5,190,8
"I",555,430,125,700.5,339.5,135.5,209.5,8
"M",560,450,145,935.5,425,164.5,272.5,11
"I",565,465,150,1181.5,581,221.5,309.5,9
"M",570,445,160,1014.5,516,164,300,10
"F",575,480,170,1100,506,248.5,310,10
"M",585,510,160,1218,639,241,300,11
"M",590,450,155,874,369,213.5,240,8
"I",595,475,155,984,486.5,184,275.5,10
"M",600,470,130,1010.5,423,219,298,9
"M",610,365,155,1076.5,488,249,270,9
"M",615,475,205,1337,599.5,281.5,370,11
"M",625,500,180,1370.5,645,303,370.5,12
"F",625,490,190,1701.5,746.5,410.5,385.5,11
"M",630,485,180,1243.5,517.5,308,370,11
"M",630,530,175,1413.5,667,294.5,355.5,13
"F",635,485,155,1073,467,197.5,350,11
"F",635,500,175,1477,684,300.5,390,12
"M",635,500,180,1291.5,594,269.5,370,9
"F",650,495,160,1310.5,577,331.5,355,9
"M",670,525,180,1491.5,728,343,381,9
"F",675,520,175,1494,736.5,305.5,370,9
"F",675,510,150,1196.5,475,304,386,11
"M",680,545,185,1672,707.5,364,480,11
"M",700,545,215,1912.5,882.5,438.5,506,10
"F",710,545,175,1907,872.5,456.5,475,11
"F",715,565,180,1790,844,353.5,538.5,9
"F",720,590,205,1749.5,775.5,422.5,480,11
"I",420,305,100,341.5,164.5,77.5,86,7
"I",480,350,100,519,236.5,127.5,126,7
"M",480,365,130,530.5,240.5,127,139,8
"M",510,410,155,1282.5,569,291,379.5,9
"I",515,400,140,716.5,349.5,159.5,178.5,8
"F",560,420,180,1664.5,775.5,350,452.5,9
"I",560,420,140,837,414,214,200,8
"F",570,450,150,964.5,531,189,209,9
"F",605,465,155,1100,547,266.5,258.5,10
"M",625,480,160,1241.5,657.5,262.5,278.5,9
"F",640,505,175,1318.5,618.5,302,331.5,9
"M",650,525,185,1345.5,586,278,386.5,9
"I",300,215,50,118.5,48,22.5,42,4
"M",350,265,90,197,73,36.5,77,7
"I",455,350,130,472.5,215,74.5,150,9
"I",460,365,110,449.5,175.5,102,150,8
"I",490,375,115,557,227.5,133.5,176.5,8
"I",500,385,120,516,197,130.5,165,8
"I",540,415,135,709,319.5,174,185,9
"M",550,420,145,738.5,321,148.5,252,11
"I",550,445,110,793.5,378,142,260,10
"M",555,435,145,920.5,404,227.5,255,8
"I",570,425,140,765.5,331,140,240,10
"M",580,450,140,824,346.5,176.5,263,10
"I",580,425,145,830,379,160.5,257.5,11
"I",585,470,170,985,369.5,239.5,315,10
"M",585,450,150,997,405.5,283,251,11
"F",595,455,140,914,389.5,222.5,271,9
"F",600,500,170,1130,440.5,267,335,11
"F",615,495,155,1080.5,520,190,320,9
"M",630,505,155,1105,492,226,325,11
"M",630,490,155,1229,535,290,335,11
"F",635,495,175,1235.5,520.5,308.5,347,10
"F",645,535,190,1239.5,468,238.5,424,10
"F",650,505,165,1357,572.5,281,430,11
"M",655,525,180,1402,624,293.5,365,13
"F",655,500,220,1359,642,325.5,405,13
"M",670,535,190,1669,746.5,293.5,508,11
"M",670,525,200,1740.5,620.5,297,657,11
"M",695,530,210,1510,664,409.5,385,10
"M",695,550,195,1664.5,727,360,445,11
"M",770,605,175,2050.5,800.5,526,355,11
"I",280,215,70,124,63,21.5,30,6
"I",330,230,80,140,56.5,36.5,46,7
"I",350,250,75,169.5,83.5,35.5,41,6
"I",370,280,90,218,99.5,54.5,61.5,7
"I",430,315,115,384,188.5,71.5,110,8
"I",435,330,95,393,219,75,88.5,6
"I",440,350,110,380.5,157.5,89.5,115,6
"M",475,370,110,489.5,218.5,107,146,8
"M",475,360,140,513.5,241,104.5,155,8
"I",480,355,110,449.5,201,89,140,8
"F",560,440,135,802.5,350,161.5,259,9
"F",585,475,165,1053,458,217,300,11
"F",585,455,170,994.5,425.5,263,284.5,11
"M",385,255,100,317.5,137,68,92,8
"I",390,310,85,344,181,69.5,79,7
"I",390,290,100,284.5,125.5,63.5,81,7
"I",405,300,85,303.5,150,50.5,88,7
"I",475,365,115,499,232,88.5,156,10
"M",500,380,125,577,269,126.5,153.5,9
"F",515,400,125,615,286.5,123,176.5,8
"M",520,385,165,791,375,180,181.5,10
"M",550,430,130,839.5,315.5,195.5,240.5,10
"M",560,430,155,867.5,400,172,229,8
"F",565,450,165,887,370,239,249,11
"M",590,440,135,966,439,214.5,260.5,10
"M",600,475,205,1176,525.5,287.5,308,9
"F",625,485,150,1094.5,531,261,296,10
"M",710,555,195,1948.5,945.5,376.5,495,12
